GeoFips;GeoName;LineCode;Description;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
13460;Bend, OR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3582654;3822720;4102607;4426028;4980527;5504407;5856265;5790952;5388293;5252346;5390092;5654979;6162239;6941459;7660954;8560806;9523750;10081597;10913881;11147603;12777403;14096015;15445974
13740;Billings, MT (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6853158;6941624;7490577;7890355;7864476;8148507;8999124;8638201;8019578;8376632;8832218;8978312;9192825;9685280;10130744;9546121;10233635;10293847;10043143;9811492;10524739;10534335;10902157
13740;Billings, MT (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;66.967;67.831;73.196;77.102;76.849;79.625;87.937;84.410;78.365;81.854;86.306;87.733;89.830;94.642;98.995;93.282;100.000;100.588;98.139;95.875;102.845;102.938;106.533
13740;Billings, MT (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4645939;4757870;5307882;5842861;6218409;6774039;7772572;7542900;6994457;7526013;8492009;8898218;9040950;9578918;9976026;9127387;10233635;10991271;10643870;10227593;12009477;13756233;14407832
13780;Binghamton, NY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8852558;8824944;8849246;8906853;9020349;9430061;9804184;10446715;10467964;10995488;10990137;11050964;11018064;10928555;10912381;10631756;10763033;10788110;10859295;10328403;10558891;10423108;10481451
13780;Binghamton, NY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;82.250;81.993;82.219;82.754;83.809;87.615;91.091;97.061;97.258;102.160;102.110;102.675;102.370;101.538;101.388;98.780;100.000;100.233;100.894;95.962;98.103;96.842;97.384
13780;Binghamton, NY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);7420376;7430044;7439036;7570988;7793150;8284146;8715113;9293965;9474601;9938900;10006474;10251807;10379026;10447860;10642974;10498193;10763033;10999672;11313636;11060873;11692841;12257866;12927169
13820;Birmingham-Hoover, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);49778366;51457491;52459279;55088112;56827258;56449297;57220247;57319244;54622275;55215871;56259365;57546946;57511832;57547328;58757668;59499489;60645897;61853013;62875594;62130971;65544890;66668472;67728997
13820;Birmingham-Hoover, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;82.080;84.849;86.501;90.836;93.703;93.080;94.351;94.515;90.068;91.046;92.767;94.890;94.832;94.891;96.886;98.110;100.000;101.990;103.677;102.449;108.078;109.931;111.679
13820;Birmingham-Hoover, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);35595114;37446569;38957520;42335934;45332321;46922501;48895357;49796420;47643063;48855272;50921092;52976768;53600275;54783213;56876859;58324585;60645897;63509748;65896685;66269926;73155835;79716262;84566170
13900;Bismarck, ND (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4412602;4514635;4859019;5066841;5178403;5304282;5354143;5527609;5687715;5843680;6171095;7024993;7157026;7777332;8042870;7705256;7656673;7518448;7478889;7196852;7474067;7317369;7441169
13900;Bismarck, ND (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;57.631;58.963;63.461;66.175;67.633;69.277;69.928;72.193;74.284;76.321;80.598;91.750;93.474;101.576;105.044;100.635;100.000;98.195;97.678;93.995;97.615;95.569;97.185
13900;Bismarck, ND (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3071739;3197912;3529158;3798324;4029613;4280432;4470221;4700561;4937526;5152415;5594893;6525528;6759719;7470098;7837632;7537326;7656673;7721524;7825923;7632913;8409311;8952832;9430711
13980;Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *;1;Real GDP (thousands of chained 2017 dollars);5891796;5940594;6271269;6278187;6667184;6889264;7133077;6676961;6265579;6372359;6586300;6495074;6574343;6583636;6806624;6815425;7016349;7365216;7291368;7107815;7724088;8032148;8332201
13980;Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *;2;Chain-type quantity indexes for real GDP;83.972;84.668;89.381;89.479;95.024;98.189;101.664;95.163;89.300;90.822;93.871;92.571;93.700;93.833;97.011;97.136;100.000;104.972;103.920;101.304;110.087;114.478;118.754
13980;Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *;3;Current-dollar GDP (thousands of current dollars);4408410;4506161;4803245;4873366;5256916;5506456;5811943;5540963;5440857;5526296;5774129;5853190;6041892;6189435;6625366;6748687;7016349;7494442;7583348;7627206;8444935;9189530;10166304
14010;Bloomington, IL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);9325658;9576722;9902286;10291128;10400349;11207281;11159970;10847930;11001723;11435166;11469260;11732379;11715968;13074628;14045952;14588013;14476949;14530626;14977037;12371613;12262225;12393150;12363558
14010;Bloomington, IL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;64.417;66.152;68.400;71.086;71.841;77.415;77.088;74.932;75.995;78.989;79.224;81.042;80.928;90.313;97.023;100.767;100.000;100.371;103.454;85.457;84.702;85.606;85.402
14010;Bloomington, IL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);6940885;7261933;7676195;8263357;8528661;9435968;9684074;9472993;9742147;10261671;10470027;10922937;11113251;12587617;13767676;14499516;14476949;14956898;15546236;13309849;13448480;14370269;15005648
14020;Bloomington, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5347251;5509728;5712833;5905617;6191243;6382690;6264263;6274739;6235885;6349737;6397739;6383644;6518398;6873996;6794290;6977313;7406889;7670488;7574999;7288192;7511738;7803811;7906987
14020;Bloomington, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;72.193;74.387;77.129;79.731;83.588;86.172;84.573;84.715;84.190;85.727;86.376;86.185;88.005;92.805;91.729;94.200;100.000;103.559;102.270;98.397;101.416;105.359;106.752
14020;Bloomington, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3840120;4044531;4254103;4495320;4836906;5143315;5182866;5287847;5434124;5551096;5674217;5797770;6037057;6486728;6587529;6880120;7406889;7826600;7899949;7834150;8318656;9099942;9641723
14100;Bloomsburg-Berwick, PA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3415504;3596930;3610691;3778495;3843532;4030123;4017632;4086191;4075714;4275092;4335246;4320047;4464177;4310881;4391896;4375448;4409987;4390928;4495725;4269878;4467976;4635875;4680352
14100;Bloomsburg-Berwick, PA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;77.449;81.563;81.875;85.680;87.155;91.386;91.103;92.658;92.420;96.941;98.305;97.961;101.229;97.753;99.590;99.217;100.000;99.568;101.944;96.823;101.315;105.122;106.131
14100;Bloomsburg-Berwick, PA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2523389;2694709;2754734;2964193;3090848;3342081;3424422;3540926;3700059;3879042;3972795;4019513;4215794;4141865;4307339;4337714;4409987;4465535;4650788;4522232;4845245;5283188;5613010
14260;Boise City, ID (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);19699982;20274256;21646904;23577997;25961390;25962054;26173846;27326632;26494982;26905197;26946598;26364634;27644961;28888826;29358516;30581561;32266790;34798490;36445887;37014180;40386272;43398445;44637457
14260;Boise City, ID (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;61.053;62.833;67.087;73.072;80.459;80.461;81.117;84.690;82.112;83.384;83.512;81.708;85.676;89.531;90.987;94.777;100.000;107.846;112.952;114.713;125.164;134.499;138.339
14260;Boise City, ID (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);16685016;17220443;18302469;20149805;22387533;22686910;23290578;24380328;23952635;24247624;24490187;24392425;25996893;27576430;28521374;30168868;32266790;35410632;37892999;39399645;44704764;51309858;55331136
14460;Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);304121153;303344189;310617795;321080660;329868936;339387182;351809312;355943706;353261018;371428587;379568248;389780969;392768811;400960432;416982922;424191410;433844401;451335935;467414114;463272465;495860834;507807016;515386134
14460;Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.099;69.920;71.597;74.008;76.034;78.228;81.091;82.044;81.426;85.613;87.489;89.843;90.532;92.420;96.113;97.775;100.000;104.032;107.738;106.783;114.295;117.048;118.795
14460;Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);233684228;236646610;244586350;258010251;271596066;286916716;303868351;310034479;312014959;329559447;340945790;356528299;365521949;380097987;403715374;418174810;433844401;459493203;484474798;489014968;537634347;575762803;610486075
14500;Boulder, CO (Metropolitan Statistical Area) *;1;Real GDP (thousands of chained 2017 dollars);18415749;17260441;17553246;18101795;18559869;19086383;20382046;21221972;20845499;21408038;21612543;21752634;22533327;23287854;24200344;25039639;26255861;27218834;29657209;29094426;31263654;31852972;32931483
14500;Boulder, CO (Metropolitan Statistical Area) *;2;Chain-type quantity indexes for real GDP;70.140;65.739;66.855;68.944;70.688;72.694;77.629;80.828;79.394;81.536;82.315;82.849;85.822;88.696;92.171;95.368;100.000;103.668;112.955;110.811;119.073;121.318;125.425
14500;Boulder, CO (Metropolitan Statistical Area) *;3;Current-dollar GDP (thousands of current dollars);15966752;15078042;15274240;15835492;16455567;17191691;18541758;19445966;19425951;19862257;20222155;20635102;21614142;22576329;23807807;24838360;26255861;27504859;30424351;30372746;33167421;34985000;37662897
14540;Bowling Green, KY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4835216;5004813;5231546;5490090;5822627;6120843;6125816;6190989;5728475;6313267;6189242;6453666;6615657;6733697;6779963;6939441;7184469;7130833;7728821;7897041;8773172;9070906;9604760
14540;Bowling Green, KY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;67.301;69.662;72.817;76.416;81.045;85.195;85.265;86.172;79.734;87.874;86.148;89.828;92.083;93.726;94.370;96.589;100.000;99.253;107.577;109.918;122.113;126.257;133.688
14540;Bowling Green, KY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3588452;3772882;3989231;4291887;4650630;4991527;5135073;5286380;5054341;5592085;5553025;5922213;6176617;6397849;6603753;6848632;7184469;7259158;8011769;8328274;9652919;10685677;11830435
14740;Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);9212040;9705540;9889176;10354532;10785892;10765481;10858640;11374355;11130117;11157802;11111634;10975873;10917646;10985676;11350017;11929682;11972570;12262750;12386984;12764681;13134581;13674158;14063625
14740;Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;76.943;81.065;82.599;86.485;90.088;89.918;90.696;95.003;92.963;93.195;92.809;91.675;91.189;91.757;94.800;99.642;100.000;102.424;103.461;106.616;109.706;114.212;117.465
14740;Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);6391960;6964676;7316126;7881911;8476468;8755072;9109731;9726387;9727289;9854235;9950395;9989868;10099235;10389113;10985863;11728856;11972570;12558195;12978606;13718529;14598090;16019191;17319445
14860;Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);85296659;85271885;84914037;89609770;92292286;95983980;99200602;101069735;96945864;95238311;90338399;93325303;90243234;90936528;91961269;90009826;91838477;90874828;89153575;84666390;88205453;93195709;96598373
14860;Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;92.877;92.850;92.460;97.573;100.494;104.514;108.016;110.052;105.561;103.702;98.367;101.619;98.263;99.018;100.134;98.009;100.000;98.951;97.076;92.191;96.044;101.478;105.183
14860;Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);59428558;60434627;61125644;66397709;70432247;75570036;80353134;83421470;81396284;80688035;78194550;82845217;82305210;85003023;88053584;88414129;91838477;93080042;93054847;90536889;98170180;107596634;116030979
15180;Brownsville-Harlingen, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8128294;8515692;8674368;8802288;9029449;9442644;9430413;9503775;9480850;9927198;10223794;10333645;10549611;10590080;10614309;10836357;10734203;10950425;11292095;10945000;11705625;12312985;12543033
15180;Brownsville-Harlingen, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.723;79.332;80.811;82.002;84.118;87.968;87.854;88.537;88.324;92.482;95.245;96.268;98.280;98.657;98.883;100.952;100.000;102.014;105.197;101.964;109.050;114.708;116.851
15180;Brownsville-Harlingen, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5715643;6120687;6360923;6642107;6993152;7540882;7798453;8013030;8201155;8670593;9075137;9400964;9779874;10010049;10296696;10698034;10734203;11184169;11810934;11793000;13094826;14603267;15602248
15260;Brunswick, GA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3786951;3872418;4049410;4345701;4450784;4644837;4618695;4435937;4364371;4444057;4325649;4235781;4261271;4270651;4485880;4432946;4534646;4697516;4598908;4494407;4813354;4992291;5049466
15260;Brunswick, GA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;83.512;85.396;89.299;95.833;98.151;102.430;101.853;97.823;96.245;98.002;95.391;93.409;93.971;94.178;98.925;97.757;100.000;103.592;101.417;99.113;106.146;110.092;111.353
15260;Brunswick, GA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2616836;2740694;2917075;3208284;3399323;3682715;3772929;3696081;3720714;3822417;3764674;3771024;3881532;3987633;4307732;4350161;4534646;4822365;4846522;4836831;5418335;6047448;6444126
15380;Buffalo-Cheektowaga, NY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);54016453;55198517;55973868;57492255;57370297;58647019;59356447;59816938;60213737;62003528;61603181;63040986;63229311;64932966;66107305;66778507;66331075;66983121;68498782;67308790;69941235;70940179;72895707
15380;Buffalo-Cheektowaga, NY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;81.435;83.217;84.386;86.675;86.491;88.416;89.485;90.179;90.778;93.476;92.872;95.040;95.324;97.892;99.663;100.675;100.000;100.983;103.268;101.474;105.443;106.949;109.897
15380;Buffalo-Cheektowaga, NY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);39080847;40628259;41914814;44033480;45113085;47563496;49273363;50481179;52084965;54031099;54440926;56923458;58208203;61121570;63822661;65666658;66331075;68671998;71745441;71934157;77522798;84162605;90716457
15500;Burlington, NC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5022664;5299144;5308562;5582859;5653108;5838344;5765984;5711693;5277459;5520634;5630872;5607349;5836303;5956943;5938900;6187138;6087842;6124774;6281006;6301602;6707229;6698108;6882150
15500;Burlington, NC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;82.503;87.045;87.199;91.705;92.859;95.902;94.713;93.821;86.688;90.683;92.494;92.107;95.868;97.850;97.553;101.631;100.000;100.607;103.173;103.511;110.174;110.024;113.047
15500;Burlington, NC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3729882;4007026;4045772;4343732;4506404;4784815;4836485;4861356;4660902;4873423;5016506;5113204;5401844;5624923;5775725;6137236;6087842;6231439;6547104;6755550;7441970;7921983;8624438
